date,py_date,median_price,volume_sold,item,weapon,skin,wear,stattrak,treated_unit,post_treat
Jul 27 2020,2020-07-27,6.233,29,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Jul 28 2020,2020-07-28,8.037,19,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Jul 29 2020,2020-07-29,6.076,19,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Jul 30 2020,2020-07-30,6.255,17,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Jul 31 2020,2020-07-31,6.34,28,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Aug 01 2020,2020-08-01,6.093,28,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Aug 02 2020,2020-08-02,6.544,25,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Aug 03 2020,2020-08-03,6.799,25,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Aug 04 2020,2020-08-04,6.416,31,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Aug 05 2020,2020-08-05,6.422,25,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Aug 06 2020,2020-08-06,6.08,29,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Aug 07 2020,2020-08-07,6.332,40,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Aug 08 2020,2020-08-08,6.441,34,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Aug 09 2020,2020-08-09,6.399,36,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Aug 10 2020,2020-08-10,6.24,34,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Aug 11 2020,2020-08-11,6.392,27,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Aug 12 2020,2020-08-12,6.528,28,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Aug 13 2020,2020-08-13,6.267,24,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Aug 14 2020,2020-08-14,6.204,31,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Aug 15 2020,2020-08-15,6.341,29,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Aug 16 2020,2020-08-16,6.229,27,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Aug 17 2020,2020-08-17,6.045,21,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Aug 18 2020,2020-08-18,5.788,26,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Aug 19 2020,2020-08-19,6.218,41,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Aug 20 2020,2020-08-20,6.214,30,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Aug 21 2020,2020-08-21,5.828,31,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Aug 22 2020,2020-08-22,6.218,23,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Aug 23 2020,2020-08-23,6.101,24,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Aug 24 2020,2020-08-24,6.005,27,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Aug 25 2020,2020-08-25,5.866,26,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Aug 26 2020,2020-08-26,5.974,25,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Aug 27 2020,2020-08-27,6.003,28,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Aug 28 2020,2020-08-28,6.039,23,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Aug 29 2020,2020-08-29,5.846,25,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Aug 30 2020,2020-08-30,6.772,31,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Aug 31 2020,2020-08-31,6.156,23,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Sep 01 2020,2020-09-01,6.205,18,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Sep 02 2020,2020-09-02,5.768,21,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Sep 03 2020,2020-09-03,5.817,22,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Sep 04 2020,2020-09-04,5.937,29,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Sep 05 2020,2020-09-05,5.726,26,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Sep 06 2020,2020-09-06,5.38,31,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Sep 07 2020,2020-09-07,5.59,32,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Sep 08 2020,2020-09-08,5.96,14,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Sep 09 2020,2020-09-09,5.632,26,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Sep 10 2020,2020-09-10,5.793,25,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Sep 11 2020,2020-09-11,5.994,26,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Sep 12 2020,2020-09-12,6.062,26,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Sep 13 2020,2020-09-13,6.035,25,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Sep 14 2020,2020-09-14,5.997,23,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Sep 15 2020,2020-09-15,5.782,18,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Sep 16 2020,2020-09-16,5.809,15,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Sep 17 2020,2020-09-17,6.072,33,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Sep 18 2020,2020-09-18,5.912,17,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Sep 19 2020,2020-09-19,5.479,35,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Sep 20 2020,2020-09-20,5.934,25,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Sep 21 2020,2020-09-21,5.825,18,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Sep 22 2020,2020-09-22,5.906,26,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Sep 23 2020,2020-09-23,6.019,26,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Sep 24 2020,2020-09-24,6.048,28,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Sep 25 2020,2020-09-25,6.421,27,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Sep 26 2020,2020-09-26,5.817,29,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Sep 27 2020,2020-09-27,5.87,36,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Sep 28 2020,2020-09-28,5.639,32,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Sep 29 2020,2020-09-29,5.664,25,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Sep 30 2020,2020-09-30,5.555,24,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Oct 01 2020,2020-10-01,5.707,23,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Oct 02 2020,2020-10-02,5.659,30,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Oct 03 2020,2020-10-03,5.837,33,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Oct 04 2020,2020-10-04,5.692,30,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Oct 05 2020,2020-10-05,5.92,26,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Oct 06 2020,2020-10-06,6.155,21,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Oct 07 2020,2020-10-07,5.568,33,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Oct 08 2020,2020-10-08,5.664,30,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Oct 09 2020,2020-10-09,5.932,23,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Oct 10 2020,2020-10-10,5.74,25,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Oct 11 2020,2020-10-11,5.848,31,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Oct 12 2020,2020-10-12,5.464,26,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Oct 13 2020,2020-10-13,5.945,28,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Oct 14 2020,2020-10-14,5.376,22,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Oct 15 2020,2020-10-15,5.665,36,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Oct 16 2020,2020-10-16,5.25,23,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Oct 17 2020,2020-10-17,5.495,31,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Oct 18 2020,2020-10-18,5.646,27,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Oct 19 2020,2020-10-19,5.654,21,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Oct 20 2020,2020-10-20,5.581,25,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Oct 21 2020,2020-10-21,5.655,22,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Oct 22 2020,2020-10-22,5.575,29,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Oct 23 2020,2020-10-23,5.841,31,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Oct 24 2020,2020-10-24,5.665,26,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Oct 25 2020,2020-10-25,5.544,21,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Oct 26 2020,2020-10-26,5.526,24,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Oct 27 2020,2020-10-27,5.564,25,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Oct 28 2020,2020-10-28,5.408,24,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Oct 29 2020,2020-10-29,5.51,20,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Oct 30 2020,2020-10-30,5.371,29,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Oct 31 2020,2020-10-31,5.323,31,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Nov 01 2020,2020-11-01,5.826,28,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Nov 02 2020,2020-11-02,5.408,22,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Nov 03 2020,2020-11-03,5.501,33,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Nov 04 2020,2020-11-04,5.612,33,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Nov 05 2020,2020-11-05,5.729,33,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Nov 06 2020,2020-11-06,5.721,23,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Nov 07 2020,2020-11-07,5.679,32,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Nov 08 2020,2020-11-08,5.937,39,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Nov 09 2020,2020-11-09,6.18,32,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Nov 10 2020,2020-11-10,5.842,29,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Nov 11 2020,2020-11-11,6.51,24,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Nov 12 2020,2020-11-12,6.306,23,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Nov 13 2020,2020-11-13,5.965,32,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Nov 14 2020,2020-11-14,6.143,23,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Nov 15 2020,2020-11-15,6.077,21,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Nov 16 2020,2020-11-16,6.065,23,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Nov 17 2020,2020-11-17,6.043,30,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Nov 18 2020,2020-11-18,6.058,21,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Nov 19 2020,2020-11-19,6.258,27,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Nov 20 2020,2020-11-20,6.149,38,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Nov 21 2020,2020-11-21,6.022,14,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Nov 22 2020,2020-11-22,5.789,26,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Nov 23 2020,2020-11-23,5.817,21,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Nov 24 2020,2020-11-24,5.82,26,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Nov 25 2020,2020-11-25,5.598,28,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Nov 26 2020,2020-11-26,5.368,27,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Nov 27 2020,2020-11-27,5.567,33,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Nov 28 2020,2020-11-28,5.914,28,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Nov 29 2020,2020-11-29,5.905,39,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Nov 30 2020,2020-11-30,5.936,28,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Dec 01 2020,2020-12-01,5.838,18,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Dec 02 2020,2020-12-02,5.856,28,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Dec 03 2020,2020-12-03,5.881,39,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Dec 04 2020,2020-12-04,4.777,70,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Dec 05 2020,2020-12-05,5.161,40,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Dec 06 2020,2020-12-06,5.074,42,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Dec 07 2020,2020-12-07,5.346,28,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Dec 08 2020,2020-12-08,5.419,34,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Dec 09 2020,2020-12-09,5.177,34,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Dec 10 2020,2020-12-10,5.219,33,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Dec 11 2020,2020-12-11,5.349,33,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Dec 12 2020,2020-12-12,5.424,38,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Dec 13 2020,2020-12-13,5.51,31,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Dec 14 2020,2020-12-14,6.079,26,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Dec 15 2020,2020-12-15,5.475,29,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Dec 16 2020,2020-12-16,5.641,30,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Dec 17 2020,2020-12-17,5.584,33,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Dec 18 2020,2020-12-18,6.063,34,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Dec 19 2020,2020-12-19,5.799,37,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Dec 20 2020,2020-12-20,5.852,31,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Dec 21 2020,2020-12-21,5.747,45,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Dec 22 2020,2020-12-22,5.773,34,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Dec 23 2020,2020-12-23,5.766,43,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Dec 24 2020,2020-12-24,5.81,33,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Dec 25 2020,2020-12-25,6.102,31,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Dec 26 2020,2020-12-26,6.068,33,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Dec 27 2020,2020-12-27,6.439,33,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Dec 28 2020,2020-12-28,6.037,41,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Dec 29 2020,2020-12-29,6.346,39,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Dec 30 2020,2020-12-30,6.153,48,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Dec 31 2020,2020-12-31,6.146,29,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Jan 01 2021,2021-01-01,6.348,42,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Jan 02 2021,2021-01-02,6.169,46,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Jan 03 2021,2021-01-03,6.326,42,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Jan 04 2021,2021-01-04,6.224,45,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Jan 05 2021,2021-01-05,6.094,39,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Jan 06 2021,2021-01-06,6.667,39,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Jan 07 2021,2021-01-07,6.687,32,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Jan 08 2021,2021-01-08,6.726,37,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Jan 09 2021,2021-01-09,6.959,35,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Jan 10 2021,2021-01-10,6.797,34,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Jan 11 2021,2021-01-11,6.251,22,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Jan 12 2021,2021-01-12,6.52,42,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Jan 13 2021,2021-01-13,6.705,37,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Jan 14 2021,2021-01-14,6.72,33,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Jan 15 2021,2021-01-15,6.415,39,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Jan 16 2021,2021-01-16,6.664,34,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Jan 17 2021,2021-01-17,6.554,39,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Jan 18 2021,2021-01-18,6.769,31,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Jan 19 2021,2021-01-19,7.337,72,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Jan 20 2021,2021-01-20,7.125,34,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Jan 21 2021,2021-01-21,7.075,31,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Jan 22 2021,2021-01-22,7.28,28,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Jan 23 2021,2021-01-23,7.436,31,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Jan 24 2021,2021-01-24,6.841,29,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Jan 25 2021,2021-01-25,7.016,36,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Jan 26 2021,2021-01-26,7.381,35,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Jan 27 2021,2021-01-27,7.072,32,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Jan 28 2021,2021-01-28,6.533,41,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Jan 29 2021,2021-01-29,6.282,36,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Jan 30 2021,2021-01-30,6.456,37,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Jan 31 2021,2021-01-31,6.935,36,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Feb 01 2021,2021-02-01,6.704,33,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Feb 02 2021,2021-02-02,6.738,22,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Feb 03 2021,2021-02-03,6.888,32,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Feb 04 2021,2021-02-04,7.055,39,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Feb 05 2021,2021-02-05,6.809,41,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Feb 06 2021,2021-02-06,7.049,25,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Feb 07 2021,2021-02-07,6.746,28,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Feb 08 2021,2021-02-08,7.021,24,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Feb 09 2021,2021-02-09,6.622,30,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Feb 10 2021,2021-02-10,6.872,37,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Feb 11 2021,2021-02-11,6.751,32,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Feb 12 2021,2021-02-12,9.927,33,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Feb 13 2021,2021-02-13,6.437,41,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Feb 14 2021,2021-02-14,6.266,33,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Feb 15 2021,2021-02-15,6.223,32,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Feb 16 2021,2021-02-16,6.351,28,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Feb 17 2021,2021-02-17,6.386,36,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Feb 18 2021,2021-02-18,6.565,31,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Feb 19 2021,2021-02-19,6.347,30,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Feb 20 2021,2021-02-20,6.526,17,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Feb 21 2021,2021-02-21,6.584,30,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Feb 22 2021,2021-02-22,6.845,32,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Feb 23 2021,2021-02-23,6.478,34,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Feb 24 2021,2021-02-24,6.489,33,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Feb 25 2021,2021-02-25,6.731,31,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Feb 26 2021,2021-02-26,6.922,27,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Feb 27 2021,2021-02-27,6.584,33,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Feb 28 2021,2021-02-28,6.571,28,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Mar 01 2021,2021-03-01,6.484,25,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Mar 02 2021,2021-03-02,6.677,32,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Mar 03 2021,2021-03-03,6.65,54,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Mar 04 2021,2021-03-04,6.561,40,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Mar 05 2021,2021-03-05,6.589,37,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Mar 06 2021,2021-03-06,6.767,31,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Mar 07 2021,2021-03-07,6.797,37,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Mar 08 2021,2021-03-08,6.792,32,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Mar 09 2021,2021-03-09,7.033,35,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Mar 10 2021,2021-03-10,6.864,34,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Mar 11 2021,2021-03-11,7.142,37,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
