date,py_date,median_price,volume_sold,item,weapon,skin,wear,stattrak,treated_unit,post_treat
Aug 25 2017,2017-08-25,6.116,90,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Aug 26 2017,2017-08-26,6.335,71,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Aug 27 2017,2017-08-27,6.077,99,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Aug 28 2017,2017-08-28,6.112,88,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Aug 29 2017,2017-08-29,6.089,75,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Aug 30 2017,2017-08-30,6.065,89,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Aug 31 2017,2017-08-31,6.124,64,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Sep 01 2017,2017-09-01,5.644,162,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Sep 02 2017,2017-09-02,6.215,111,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Sep 03 2017,2017-09-03,6.102,95,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Sep 04 2017,2017-09-04,6.081,116,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Sep 05 2017,2017-09-05,6.052,88,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Sep 06 2017,2017-09-06,6.145,73,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Sep 07 2017,2017-09-07,6.442,76,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Sep 08 2017,2017-09-08,6.226,98,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Sep 09 2017,2017-09-09,6.256,99,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Sep 10 2017,2017-09-10,6.203,101,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Sep 11 2017,2017-09-11,6.27,76,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Sep 12 2017,2017-09-12,6.286,74,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Sep 13 2017,2017-09-13,6.04,88,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Sep 14 2017,2017-09-14,6.039,76,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Sep 15 2017,2017-09-15,6.52,89,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Sep 16 2017,2017-09-16,6.262,107,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Sep 17 2017,2017-09-17,6.14,102,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Sep 18 2017,2017-09-18,6.108,96,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Sep 19 2017,2017-09-19,6.134,80,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Sep 20 2017,2017-09-20,6.396,86,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Sep 21 2017,2017-09-21,6.44,74,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Sep 22 2017,2017-09-22,6.269,81,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Sep 23 2017,2017-09-23,6.351,85,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Sep 24 2017,2017-09-24,6.185,81,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Sep 25 2017,2017-09-25,6.123,77,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Sep 26 2017,2017-09-26,6.02,80,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Sep 27 2017,2017-09-27,5.973,72,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Sep 28 2017,2017-09-28,5.891,81,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Sep 29 2017,2017-09-29,5.88,98,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Sep 30 2017,2017-09-30,6.201,101,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Oct 01 2017,2017-10-01,5.955,104,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Oct 02 2017,2017-10-02,5.836,106,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Oct 03 2017,2017-10-03,5.742,82,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Oct 04 2017,2017-10-04,6.022,91,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Oct 05 2017,2017-10-05,5.926,94,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Oct 06 2017,2017-10-06,5.583,104,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Oct 07 2017,2017-10-07,6.037,97,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Oct 08 2017,2017-10-08,6.114,96,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Oct 09 2017,2017-10-09,6.037,74,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Oct 10 2017,2017-10-10,6.106,69,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Oct 11 2017,2017-10-11,6.113,82,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Oct 12 2017,2017-10-12,6.015,80,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Oct 13 2017,2017-10-13,6.203,90,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Oct 14 2017,2017-10-14,6.283,74,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Oct 15 2017,2017-10-15,6.079,108,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Oct 16 2017,2017-10-16,6.193,89,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Oct 17 2017,2017-10-17,6.323,62,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Oct 18 2017,2017-10-18,6.105,69,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Oct 19 2017,2017-10-19,6.281,71,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Oct 20 2017,2017-10-20,6.255,81,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Oct 21 2017,2017-10-21,6.211,92,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Oct 22 2017,2017-10-22,6.25,91,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Oct 23 2017,2017-10-23,6.162,65,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Oct 24 2017,2017-10-24,6.056,72,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Oct 25 2017,2017-10-25,6.118,65,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Oct 26 2017,2017-10-26,6.014,69,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Oct 27 2017,2017-10-27,5.865,98,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Oct 28 2017,2017-10-28,5.879,108,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Oct 29 2017,2017-10-29,5.734,97,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Oct 30 2017,2017-10-30,5.747,76,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Oct 31 2017,2017-10-31,5.63,86,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Nov 01 2017,2017-11-01,5.423,98,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Nov 02 2017,2017-11-02,5.814,61,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Nov 03 2017,2017-11-03,5.823,73,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Nov 04 2017,2017-11-04,5.962,78,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Nov 05 2017,2017-11-05,5.839,92,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Nov 06 2017,2017-11-06,5.862,70,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Nov 07 2017,2017-11-07,5.969,81,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Nov 08 2017,2017-11-08,5.86,69,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Nov 09 2017,2017-11-09,5.833,63,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Nov 10 2017,2017-11-10,5.761,77,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Nov 11 2017,2017-11-11,5.847,102,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Nov 12 2017,2017-11-12,5.872,75,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Nov 13 2017,2017-11-13,5.709,65,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Nov 14 2017,2017-11-14,5.787,70,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Nov 15 2017,2017-11-15,5.841,66,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Nov 16 2017,2017-11-16,5.852,71,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Nov 17 2017,2017-11-17,5.83,87,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Nov 18 2017,2017-11-18,5.836,91,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Nov 19 2017,2017-11-19,5.79,92,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Nov 20 2017,2017-11-20,5.615,82,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Nov 21 2017,2017-11-21,5.927,68,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Nov 22 2017,2017-11-22,5.6,86,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Nov 23 2017,2017-11-23,5.097,96,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Nov 24 2017,2017-11-24,5.241,93,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Nov 25 2017,2017-11-25,5.358,79,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Nov 26 2017,2017-11-26,5.019,102,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Nov 27 2017,2017-11-27,5.186,83,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Nov 28 2017,2017-11-28,5.375,74,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Nov 29 2017,2017-11-29,5.522,57,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Nov 30 2017,2017-11-30,5.677,68,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Dec 01 2017,2017-12-01,5.605,75,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Dec 02 2017,2017-12-02,5.696,110,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Dec 03 2017,2017-12-03,5.711,108,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Dec 04 2017,2017-12-04,5.882,72,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Dec 05 2017,2017-12-05,5.721,71,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Dec 06 2017,2017-12-06,5.891,85,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Dec 07 2017,2017-12-07,5.805,88,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Dec 08 2017,2017-12-08,5.835,85,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Dec 09 2017,2017-12-09,5.903,105,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Dec 10 2017,2017-12-10,5.712,99,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Dec 11 2017,2017-12-11,5.843,80,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Dec 12 2017,2017-12-12,6.087,65,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Dec 13 2017,2017-12-13,6.075,63,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Dec 14 2017,2017-12-14,6.232,64,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Dec 15 2017,2017-12-15,6.162,73,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Dec 16 2017,2017-12-16,6.046,82,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Dec 17 2017,2017-12-17,6.227,76,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Dec 18 2017,2017-12-18,5.772,77,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Dec 19 2017,2017-12-19,6.153,75,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Dec 20 2017,2017-12-20,5.948,79,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Dec 21 2017,2017-12-21,5.967,76,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Dec 22 2017,2017-12-22,5.933,99,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Dec 23 2017,2017-12-23,6.054,92,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Dec 24 2017,2017-12-24,6.065,97,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Dec 25 2017,2017-12-25,6.297,115,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Dec 26 2017,2017-12-26,6.602,131,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Dec 27 2017,2017-12-27,6.761,127,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Dec 28 2017,2017-12-28,6.795,101,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Dec 29 2017,2017-12-29,6.756,96,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Dec 30 2017,2017-12-30,6.899,85,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Dec 31 2017,2017-12-31,6.623,69,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Jan 01 2018,2018-01-01,6.51,80,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Jan 02 2018,2018-01-02,6.327,96,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Jan 03 2018,2018-01-03,6.499,103,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Jan 04 2018,2018-01-04,6.457,104,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Jan 05 2018,2018-01-05,6.724,92,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Jan 06 2018,2018-01-06,6.725,108,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Jan 07 2018,2018-01-07,6.589,102,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Jan 08 2018,2018-01-08,6.966,80,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Jan 09 2018,2018-01-09,6.998,72,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Jan 10 2018,2018-01-10,7.37,67,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Jan 11 2018,2018-01-11,7.076,76,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Jan 12 2018,2018-01-12,6.968,94,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Jan 13 2018,2018-01-13,7.027,111,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Jan 14 2018,2018-01-14,7.168,113,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Jan 15 2018,2018-01-15,7.221,103,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Jan 16 2018,2018-01-16,7.323,109,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Jan 17 2018,2018-01-17,7.273,65,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Jan 18 2018,2018-01-18,7.282,68,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Jan 19 2018,2018-01-19,7.15,74,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Jan 20 2018,2018-01-20,7.499,107,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Jan 21 2018,2018-01-21,7.265,120,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Jan 22 2018,2018-01-22,7.669,106,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Jan 23 2018,2018-01-23,7.688,88,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Jan 24 2018,2018-01-24,7.679,75,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Jan 25 2018,2018-01-25,7.728,77,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Jan 26 2018,2018-01-26,7.791,84,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Jan 27 2018,2018-01-27,7.422,104,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Jan 28 2018,2018-01-28,7.651,102,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Jan 29 2018,2018-01-29,7.678,115,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Jan 30 2018,2018-01-30,7.634,91,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Jan 31 2018,2018-01-31,7.532,82,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Feb 01 2018,2018-02-01,7.605,90,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Feb 02 2018,2018-02-02,7.675,81,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Feb 03 2018,2018-02-03,7.72,87,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Feb 04 2018,2018-02-04,7.945,78,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Feb 05 2018,2018-02-05,7.888,74,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Feb 06 2018,2018-02-06,7.983,89,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Feb 07 2018,2018-02-07,7.609,82,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Feb 08 2018,2018-02-08,7.581,71,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Feb 09 2018,2018-02-09,7.694,90,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Feb 10 2018,2018-02-10,7.607,104,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Feb 11 2018,2018-02-11,7.626,92,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Feb 12 2018,2018-02-12,7.631,80,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Feb 13 2018,2018-02-13,7.545,68,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Feb 14 2018,2018-02-14,7.626,83,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Feb 15 2018,2018-02-15,7.523,70,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Feb 16 2018,2018-02-16,7.628,108,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Feb 17 2018,2018-02-17,7.694,106,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Feb 18 2018,2018-02-18,7.464,87,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Feb 19 2018,2018-02-19,7.258,99,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Feb 20 2018,2018-02-20,7.607,77,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Feb 21 2018,2018-02-21,7.872,78,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Feb 22 2018,2018-02-22,7.835,74,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Feb 23 2018,2018-02-23,7.989,89,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Feb 24 2018,2018-02-24,7.993,100,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Feb 25 2018,2018-02-25,7.922,86,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Feb 26 2018,2018-02-26,8.14,77,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Feb 27 2018,2018-02-27,7.796,76,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Feb 28 2018,2018-02-28,7.82,72,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Mar 01 2018,2018-03-01,8.128,79,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Mar 02 2018,2018-03-02,8.003,76,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Mar 03 2018,2018-03-03,8.257,87,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Mar 04 2018,2018-03-04,8.114,74,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Mar 05 2018,2018-03-05,8.206,75,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Mar 06 2018,2018-03-06,7.956,63,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Mar 07 2018,2018-03-07,8.218,54,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Mar 08 2018,2018-03-08,8.286,68,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Mar 09 2018,2018-03-09,7.951,63,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Mar 10 2018,2018-03-10,8.033,64,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Mar 11 2018,2018-03-11,7.585,87,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Mar 12 2018,2018-03-12,7.828,76,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Mar 13 2018,2018-03-13,7.847,67,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Mar 14 2018,2018-03-14,7.813,58,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Mar 15 2018,2018-03-15,8.022,62,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Mar 16 2018,2018-03-16,7.92,81,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Mar 17 2018,2018-03-17,7.903,99,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Mar 18 2018,2018-03-18,7.951,67,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Mar 19 2018,2018-03-19,7.857,52,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Mar 20 2018,2018-03-20,7.905,55,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Mar 21 2018,2018-03-21,7.586,50,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Mar 22 2018,2018-03-22,7.76,58,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Mar 23 2018,2018-03-23,7.247,75,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Mar 24 2018,2018-03-24,7.497,91,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Mar 25 2018,2018-03-25,7.496,50,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Mar 26 2018,2018-03-26,7.347,68,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Mar 27 2018,2018-03-27,7.374,70,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Mar 28 2018,2018-03-28,7.242,70,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Mar 29 2018,2018-03-29,7.346,79,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,1
Mar 30 2018,2018-03-30,6.665,102,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,1
