date,py_date,median_price,volume_sold,item,treated_unit,post_treat
Oct 03 2018,2018-10-03,0.548,964,Crimson Cyrridae,0,1
Oct 04 2018,2018-10-04,0.56,980,Crimson Cyrridae,0,1
Oct 05 2018,2018-10-05,0.545,1033,Crimson Cyrridae,0,1
Oct 06 2018,2018-10-06,0.55,1188,Crimson Cyrridae,0,1
Oct 07 2018,2018-10-07,0.547,1007,Crimson Cyrridae,0,1
Oct 08 2018,2018-10-08,0.539,940,Crimson Cyrridae,0,1
Oct 09 2018,2018-10-09,0.539,848,Crimson Cyrridae,0,1
Oct 10 2018,2018-10-10,0.511,970,Crimson Cyrridae,0,1
Oct 11 2018,2018-10-11,0.525,845,Crimson Cyrridae,0,1
Oct 12 2018,2018-10-12,0.529,904,Crimson Cyrridae,0,1
Oct 13 2018,2018-10-13,0.532,1040,Crimson Cyrridae,0,1
Oct 14 2018,2018-10-14,0.537,971,Crimson Cyrridae,0,1
Oct 15 2018,2018-10-15,0.541,826,Crimson Cyrridae,0,1
Oct 16 2018,2018-10-16,0.516,820,Crimson Cyrridae,0,1
Oct 17 2018,2018-10-17,0.512,810,Crimson Cyrridae,0,1
Oct 18 2018,2018-10-18,0.522,885,Crimson Cyrridae,0,1
Oct 19 2018,2018-10-19,0.537,770,Crimson Cyrridae,0,1
Oct 20 2018,2018-10-20,0.537,876,Crimson Cyrridae,0,1
Oct 21 2018,2018-10-21,0.539,887,Crimson Cyrridae,0,1
Oct 22 2018,2018-10-22,0.532,734,Crimson Cyrridae,0,1
Oct 23 2018,2018-10-23,0.543,652,Crimson Cyrridae,0,1
Oct 24 2018,2018-10-24,0.537,679,Crimson Cyrridae,0,1
Oct 25 2018,2018-10-25,0.543,679,Crimson Cyrridae,0,1
Oct 26 2018,2018-10-26,0.518,762,Crimson Cyrridae,0,1
Oct 27 2018,2018-10-27,0.528,897,Crimson Cyrridae,0,1
Oct 28 2018,2018-10-28,0.537,815,Crimson Cyrridae,0,1
Oct 29 2018,2018-10-29,0.542,791,Crimson Cyrridae,0,1
Oct 30 2018,2018-10-30,0.515,824,Crimson Cyrridae,0,1
Oct 31 2018,2018-10-31,0.507,816,Crimson Cyrridae,0,1
Nov 01 2018,2018-11-01,0.509,797,Crimson Cyrridae,0,1
Nov 02 2018,2018-11-02,0.522,775,Crimson Cyrridae,0,1
Nov 03 2018,2018-11-03,0.533,847,Crimson Cyrridae,0,1
Nov 04 2018,2018-11-04,0.547,845,Crimson Cyrridae,0,1
Nov 05 2018,2018-11-05,0.553,693,Crimson Cyrridae,0,1
Nov 06 2018,2018-11-06,0.549,587,Crimson Cyrridae,0,1
Nov 07 2018,2018-11-07,0.547,553,Crimson Cyrridae,0,1
Nov 08 2018,2018-11-08,0.541,613,Crimson Cyrridae,0,1
Nov 09 2018,2018-11-09,0.544,705,Crimson Cyrridae,0,1
Nov 10 2018,2018-11-10,0.533,888,Crimson Cyrridae,0,1
Nov 11 2018,2018-11-11,0.531,865,Crimson Cyrridae,0,1
Nov 12 2018,2018-11-12,0.523,700,Crimson Cyrridae,0,1
Nov 13 2018,2018-11-13,0.529,625,Crimson Cyrridae,0,1
Nov 14 2018,2018-11-14,0.536,615,Crimson Cyrridae,0,1
Nov 15 2018,2018-11-15,0.535,648,Crimson Cyrridae,0,1
Nov 16 2018,2018-11-16,0.526,641,Crimson Cyrridae,0,1
Nov 17 2018,2018-11-17,0.536,803,Crimson Cyrridae,0,1
Nov 18 2018,2018-11-18,0.525,812,Crimson Cyrridae,0,1
Nov 19 2018,2018-11-19,0.513,690,Crimson Cyrridae,0,1
Nov 20 2018,2018-11-20,0.515,614,Crimson Cyrridae,0,1
Nov 21 2018,2018-11-21,0.497,628,Crimson Cyrridae,0,1
Nov 22 2018,2018-11-22,0.466,700,Crimson Cyrridae,0,1
Nov 23 2018,2018-11-23,0.466,738,Crimson Cyrridae,0,1
Nov 24 2018,2018-11-24,0.47,734,Crimson Cyrridae,0,1
Nov 25 2018,2018-11-25,0.468,738,Crimson Cyrridae,0,1
Nov 26 2018,2018-11-26,0.471,560,Crimson Cyrridae,0,1
Nov 27 2018,2018-11-27,0.46,580,Crimson Cyrridae,0,1
Nov 28 2018,2018-11-28,0.447,588,Crimson Cyrridae,0,1
Nov 29 2018,2018-11-29,0.434,688,Crimson Cyrridae,0,1
Nov 30 2018,2018-11-30,0.436,761,Crimson Cyrridae,0,1
Dec 01 2018,2018-12-01,0.433,961,Crimson Cyrridae,0,1
Dec 02 2018,2018-12-02,0.438,697,Crimson Cyrridae,0,1
Dec 03 2018,2018-12-03,0.428,568,Crimson Cyrridae,0,1
Dec 04 2018,2018-12-04,0.426,616,Crimson Cyrridae,0,1
Dec 05 2018,2018-12-05,0.414,650,Crimson Cyrridae,0,1
Dec 06 2018,2018-12-06,0.416,554,Crimson Cyrridae,0,1
Dec 07 2018,2018-12-07,0.419,557,Crimson Cyrridae,0,1
Dec 08 2018,2018-12-08,0.418,695,Crimson Cyrridae,0,1
Dec 09 2018,2018-12-09,0.427,623,Crimson Cyrridae,0,1
Dec 10 2018,2018-12-10,0.427,541,Crimson Cyrridae,0,1
Dec 11 2018,2018-12-11,0.42,486,Crimson Cyrridae,0,1
Dec 12 2018,2018-12-12,0.408,529,Crimson Cyrridae,0,1
Dec 13 2018,2018-12-13,0.393,654,Crimson Cyrridae,0,1
Dec 14 2018,2018-12-14,0.399,602,Crimson Cyrridae,0,1
Dec 15 2018,2018-12-15,0.401,712,Crimson Cyrridae,0,1
Dec 16 2018,2018-12-16,0.414,593,Crimson Cyrridae,0,1
Dec 17 2018,2018-12-17,0.417,504,Crimson Cyrridae,0,1
Dec 18 2018,2018-12-18,0.404,519,Crimson Cyrridae,0,1
Dec 19 2018,2018-12-19,0.38,569,Crimson Cyrridae,0,1
Dec 20 2018,2018-12-20,0.368,767,Crimson Cyrridae,0,1
Dec 21 2018,2018-12-21,0.364,755,Crimson Cyrridae,0,1
Dec 22 2018,2018-12-22,0.367,853,Crimson Cyrridae,0,1
Dec 23 2018,2018-12-23,0.373,745,Crimson Cyrridae,0,1
Dec 24 2018,2018-12-24,0.383,699,Crimson Cyrridae,0,1
Dec 25 2018,2018-12-25,0.397,666,Crimson Cyrridae,0,1
Dec 26 2018,2018-12-26,0.405,688,Crimson Cyrridae,0,1
Dec 27 2018,2018-12-27,0.418,610,Crimson Cyrridae,0,1
Dec 28 2018,2018-12-28,0.427,590,Crimson Cyrridae,0,1
Dec 29 2018,2018-12-29,0.415,690,Crimson Cyrridae,0,1
Dec 30 2018,2018-12-30,0.412,730,Crimson Cyrridae,0,1
Dec 31 2018,2018-12-31,0.413,590,Crimson Cyrridae,0,1
Jan 01 2019,2019-01-01,0.413,597,Crimson Cyrridae,0,1
Jan 02 2019,2019-01-02,0.407,713,Crimson Cyrridae,0,1
Jan 03 2019,2019-01-03,0.411,643,Crimson Cyrridae,0,1
Jan 04 2019,2019-01-04,0.42,692,Crimson Cyrridae,0,1
Jan 05 2019,2019-01-05,0.429,608,Crimson Cyrridae,0,1
Jan 06 2019,2019-01-06,0.434,566,Crimson Cyrridae,0,1
Jan 07 2019,2019-01-07,0.419,536,Crimson Cyrridae,0,1
Jan 08 2019,2019-01-08,0.423,536,Crimson Cyrridae,0,1
Jan 09 2019,2019-01-09,0.433,502,Crimson Cyrridae,0,1
Jan 10 2019,2019-01-10,0.431,486,Crimson Cyrridae,0,1
Jan 11 2019,2019-01-11,0.428,506,Crimson Cyrridae,0,1
Jan 12 2019,2019-01-12,0.425,560,Crimson Cyrridae,0,1
Jan 13 2019,2019-01-13,0.428,503,Crimson Cyrridae,0,1
Jan 14 2019,2019-01-14,0.429,422,Crimson Cyrridae,0,1
Jan 15 2019,2019-01-15,0.429,477,Crimson Cyrridae,0,1
Jan 16 2019,2019-01-16,0.426,498,Crimson Cyrridae,0,1
Jan 17 2019,2019-01-17,0.417,452,Crimson Cyrridae,0,1
Jan 18 2019,2019-01-18,0.424,420,Crimson Cyrridae,0,1
Jan 19 2019,2019-01-19,0.425,557,Crimson Cyrridae,0,1
Jan 20 2019,2019-01-20,0.418,511,Crimson Cyrridae,0,1
Jan 21 2019,2019-01-21,0.413,476,Crimson Cyrridae,0,1
Jan 22 2019,2019-01-22,0.412,422,Crimson Cyrridae,0,1
Jan 23 2019,2019-01-23,0.407,427,Crimson Cyrridae,0,1
Jan 24 2019,2019-01-24,0.408,477,Crimson Cyrridae,0,1
Jan 25 2019,2019-01-25,0.415,484,Crimson Cyrridae,0,1
Jan 26 2019,2019-01-26,0.41,554,Crimson Cyrridae,0,1
Jan 27 2019,2019-01-27,0.401,502,Crimson Cyrridae,0,1
Jan 28 2019,2019-01-28,0.41,428,Crimson Cyrridae,0,1
Jan 29 2019,2019-01-29,0.398,413,Crimson Cyrridae,0,1
Jan 30 2019,2019-01-30,0.397,421,Crimson Cyrridae,0,1
Jan 31 2019,2019-01-31,0.412,424,Crimson Cyrridae,0,1
Feb 01 2019,2019-02-01,0.406,475,Crimson Cyrridae,0,1
Feb 02 2019,2019-02-02,0.412,510,Crimson Cyrridae,0,1
Feb 03 2019,2019-02-03,0.422,448,Crimson Cyrridae,0,1
Feb 04 2019,2019-02-04,0.4,511,Crimson Cyrridae,0,1
Feb 05 2019,2019-02-05,0.389,529,Crimson Cyrridae,0,1
Feb 06 2019,2019-02-06,0.4,405,Crimson Cyrridae,0,1
Feb 07 2019,2019-02-07,0.373,584,Crimson Cyrridae,0,1
Feb 08 2019,2019-02-08,0.385,475,Crimson Cyrridae,0,1
Feb 09 2019,2019-02-09,0.393,512,Crimson Cyrridae,0,1
Feb 10 2019,2019-02-10,0.388,533,Crimson Cyrridae,0,1
Feb 11 2019,2019-02-11,0.38,456,Crimson Cyrridae,0,1
Feb 12 2019,2019-02-12,0.389,428,Crimson Cyrridae,0,1
Feb 13 2019,2019-02-13,0.386,446,Crimson Cyrridae,0,1
Feb 14 2019,2019-02-14,0.391,366,Crimson Cyrridae,0,1
Feb 15 2019,2019-02-15,0.391,485,Crimson Cyrridae,0,1
Feb 16 2019,2019-02-16,0.389,527,Crimson Cyrridae,0,1
Feb 17 2019,2019-02-17,0.423,815,Crimson Cyrridae,0,1
Feb 18 2019,2019-02-18,0.441,628,Crimson Cyrridae,0,1
Feb 19 2019,2019-02-19,0.451,517,Crimson Cyrridae,0,1
Feb 20 2019,2019-02-20,0.448,436,Crimson Cyrridae,0,1
Feb 21 2019,2019-02-21,0.453,439,Crimson Cyrridae,0,1
Feb 22 2019,2019-02-22,0.458,449,Crimson Cyrridae,0,1
Feb 23 2019,2019-02-23,0.453,552,Crimson Cyrridae,0,1
Feb 24 2019,2019-02-24,0.445,517,Crimson Cyrridae,0,1
Feb 25 2019,2019-02-25,0.448,446,Crimson Cyrridae,0,1
Feb 26 2019,2019-02-26,0.44,462,Crimson Cyrridae,0,1
Feb 27 2019,2019-02-27,0.431,437,Crimson Cyrridae,0,1
Feb 28 2019,2019-02-28,0.426,391,Crimson Cyrridae,0,1
Mar 01 2019,2019-03-01,0.425,457,Crimson Cyrridae,0,1
Mar 02 2019,2019-03-02,0.418,532,Crimson Cyrridae,0,1
Mar 03 2019,2019-03-03,0.416,498,Crimson Cyrridae,0,1
Mar 04 2019,2019-03-04,0.409,410,Crimson Cyrridae,0,1
Mar 05 2019,2019-03-05,0.416,392,Crimson Cyrridae,0,1
Mar 06 2019,2019-03-06,0.405,363,Crimson Cyrridae,0,1
Mar 07 2019,2019-03-07,0.412,359,Crimson Cyrridae,0,1
Mar 08 2019,2019-03-08,0.415,385,Crimson Cyrridae,0,1
Mar 09 2019,2019-03-09,0.405,522,Crimson Cyrridae,0,1
Mar 10 2019,2019-03-10,0.413,453,Crimson Cyrridae,0,1
Mar 11 2019,2019-03-11,0.418,413,Crimson Cyrridae,0,1
Mar 12 2019,2019-03-12,0.407,345,Crimson Cyrridae,0,1
Mar 13 2019,2019-03-13,0.416,337,Crimson Cyrridae,0,1
Mar 14 2019,2019-03-14,0.423,396,Crimson Cyrridae,0,1
Mar 15 2019,2019-03-15,0.43,367,Crimson Cyrridae,0,1
Mar 16 2019,2019-03-16,0.426,493,Crimson Cyrridae,0,1
Mar 17 2019,2019-03-17,0.415,475,Crimson Cyrridae,0,1
Mar 18 2019,2019-03-18,0.412,412,Crimson Cyrridae,0,1
Mar 19 2019,2019-03-19,0.407,382,Crimson Cyrridae,0,1
Mar 20 2019,2019-03-20,0.41,365,Crimson Cyrridae,0,1
Mar 21 2019,2019-03-21,0.41,412,Crimson Cyrridae,0,1
Mar 22 2019,2019-03-22,0.422,367,Crimson Cyrridae,0,1
Mar 23 2019,2019-03-23,0.419,474,Crimson Cyrridae,0,1
Mar 24 2019,2019-03-24,0.419,506,Crimson Cyrridae,0,1
Mar 25 2019,2019-03-25,0.426,395,Crimson Cyrridae,0,1
Mar 26 2019,2019-03-26,0.417,411,Crimson Cyrridae,0,1
Mar 27 2019,2019-03-27,0.408,444,Crimson Cyrridae,0,1
Mar 28 2019,2019-03-28,0.411,388,Crimson Cyrridae,0,1
Mar 29 2019,2019-03-29,0.409,431,Crimson Cyrridae,0,1
Mar 30 2019,2019-03-30,0.414,499,Crimson Cyrridae,0,1
Mar 31 2019,2019-03-31,0.422,470,Crimson Cyrridae,0,1
Apr 01 2019,2019-04-01,0.428,404,Crimson Cyrridae,0,1
Apr 02 2019,2019-04-02,0.424,339,Crimson Cyrridae,0,1
Apr 03 2019,2019-04-03,0.435,325,Crimson Cyrridae,0,1
Apr 04 2019,2019-04-04,0.414,387,Crimson Cyrridae,0,1
Apr 05 2019,2019-04-05,0.41,336,Crimson Cyrridae,0,1
Apr 06 2019,2019-04-06,0.433,426,Crimson Cyrridae,0,1
Apr 07 2019,2019-04-07,0.438,441,Crimson Cyrridae,0,1
Apr 08 2019,2019-04-08,0.434,372,Crimson Cyrridae,0,1
Apr 09 2019,2019-04-09,0.428,350,Crimson Cyrridae,0,1
Apr 10 2019,2019-04-10,0.407,344,Crimson Cyrridae,0,1
Apr 11 2019,2019-04-11,0.418,348,Crimson Cyrridae,0,1
Apr 12 2019,2019-04-12,0.414,376,Crimson Cyrridae,0,1
Apr 13 2019,2019-04-13,0.411,443,Crimson Cyrridae,0,1
Apr 14 2019,2019-04-14,0.419,374,Crimson Cyrridae,0,1
Apr 15 2019,2019-04-15,0.416,357,Crimson Cyrridae,0,1
Apr 16 2019,2019-04-16,0.416,350,Crimson Cyrridae,0,1
Apr 17 2019,2019-04-17,0.418,378,Crimson Cyrridae,0,1
Apr 18 2019,2019-04-18,0.423,338,Crimson Cyrridae,0,1
Apr 19 2019,2019-04-19,0.425,381,Crimson Cyrridae,0,1
Apr 20 2019,2019-04-20,0.431,383,Crimson Cyrridae,0,1
Apr 21 2019,2019-04-21,0.428,404,Crimson Cyrridae,0,1
Apr 22 2019,2019-04-22,0.429,336,Crimson Cyrridae,0,1
Apr 23 2019,2019-04-23,0.43,310,Crimson Cyrridae,0,1
Apr 24 2019,2019-04-24,0.415,338,Crimson Cyrridae,0,1
Apr 25 2019,2019-04-25,0.408,318,Crimson Cyrridae,0,1
Apr 26 2019,2019-04-26,0.401,344,Crimson Cyrridae,0,1
Apr 27 2019,2019-04-27,0.395,445,Crimson Cyrridae,0,1
Apr 28 2019,2019-04-28,0.387,404,Crimson Cyrridae,0,1
Apr 29 2019,2019-04-29,0.391,350,Crimson Cyrridae,0,1
Apr 30 2019,2019-04-30,0.393,429,Crimson Cyrridae,0,1
May 01 2019,2019-05-01,0.393,436,Crimson Cyrridae,0,1
May 02 2019,2019-05-02,0.37,433,Crimson Cyrridae,0,1
May 03 2019,2019-05-03,0.383,368,Crimson Cyrridae,0,1
May 04 2019,2019-05-04,0.378,395,Crimson Cyrridae,0,1
May 05 2019,2019-05-05,0.38,413,Crimson Cyrridae,0,1
May 06 2019,2019-05-06,0.366,378,Crimson Cyrridae,0,1
May 07 2019,2019-05-07,0.335,702,Crimson Cyrridae,0,1
May 08 2019,2019-05-08,0.304,1382,Crimson Cyrridae,0,1
May 09 2019,2019-05-09,0.314,749,Crimson Cyrridae,0,1
May 10 2019,2019-05-10,0.325,609,Crimson Cyrridae,0,1
May 11 2019,2019-05-11,0.337,664,Crimson Cyrridae,0,1
May 12 2019,2019-05-12,0.336,583,Crimson Cyrridae,0,1
May 13 2019,2019-05-13,0.339,441,Crimson Cyrridae,0,1
May 14 2019,2019-05-14,0.338,530,Crimson Cyrridae,0,1
May 15 2019,2019-05-15,0.333,565,Crimson Cyrridae,0,1
May 16 2019,2019-05-16,0.334,560,Crimson Cyrridae,0,1
May 17 2019,2019-05-17,0.338,548,Crimson Cyrridae,0,1
May 18 2019,2019-05-18,0.351,601,Crimson Cyrridae,0,1
May 19 2019,2019-05-19,0.351,588,Crimson Cyrridae,0,1
May 20 2019,2019-05-20,0.352,496,Crimson Cyrridae,0,1
May 21 2019,2019-05-21,0.35,454,Crimson Cyrridae,0,1
May 22 2019,2019-05-22,0.352,490,Crimson Cyrridae,0,1
May 23 2019,2019-05-23,0.351,429,Crimson Cyrridae,0,1
May 24 2019,2019-05-24,0.351,496,Crimson Cyrridae,0,1
May 25 2019,2019-05-25,0.359,551,Crimson Cyrridae,0,1
May 26 2019,2019-05-26,0.374,565,Crimson Cyrridae,0,1
May 27 2019,2019-05-27,0.397,437,Crimson Cyrridae,0,1
May 28 2019,2019-05-28,0.397,373,Crimson Cyrridae,0,1
May 29 2019,2019-05-29,0.405,379,Crimson Cyrridae,0,1
May 30 2019,2019-05-30,0.395,413,Crimson Cyrridae,0,1
May 31 2019,2019-05-31,0.401,424,Crimson Cyrridae,0,1
Jun 01 2019,2019-06-01,0.41,463,Crimson Cyrridae,0,1
Jun 02 2019,2019-06-02,0.418,472,Crimson Cyrridae,0,1
Jun 03 2019,2019-06-03,0.428,472,Crimson Cyrridae,0,1
Jun 04 2019,2019-06-04,0.42,466,Crimson Cyrridae,0,1
Jun 05 2019,2019-06-05,0.428,437,Crimson Cyrridae,0,1
Jun 06 2019,2019-06-06,0.433,397,Crimson Cyrridae,0,1
Jun 07 2019,2019-06-07,0.433,453,Crimson Cyrridae,0,1
Jun 08 2019,2019-06-08,0.388,716,Crimson Cyrridae,0,1
Jun 09 2019,2019-06-09,0.394,481,Crimson Cyrridae,0,1
Jun 10 2019,2019-06-10,0.413,509,Crimson Cyrridae,0,1
Jun 11 2019,2019-06-11,0.407,481,Crimson Cyrridae,0,1
Jun 12 2019,2019-06-12,0.406,492,Crimson Cyrridae,0,1
Jun 13 2019,2019-06-13,0.41,458,Crimson Cyrridae,0,1
Jun 14 2019,2019-06-14,0.398,465,Crimson Cyrridae,0,1
Jun 15 2019,2019-06-15,0.405,529,Crimson Cyrridae,0,1
Jun 16 2019,2019-06-16,0.41,459,Crimson Cyrridae,0,1
Jun 17 2019,2019-06-17,0.411,380,Crimson Cyrridae,0,1
Jun 18 2019,2019-06-18,0.425,383,Crimson Cyrridae,0,1
Jun 19 2019,2019-06-19,0.418,364,Crimson Cyrridae,0,1
Jun 20 2019,2019-06-20,0.432,372,Crimson Cyrridae,0,1
Jun 21 2019,2019-06-21,0.438,374,Crimson Cyrridae,0,1
Jun 22 2019,2019-06-22,0.438,420,Crimson Cyrridae,0,1
Jun 23 2019,2019-06-23,0.428,402,Crimson Cyrridae,0,1
Jun 24 2019,2019-06-24,0.436,367,Crimson Cyrridae,0,1
Jun 25 2019,2019-06-25,0.417,438,Crimson Cyrridae,0,1
Jun 26 2019,2019-06-26,0.374,606,Crimson Cyrridae,0,1
Jun 27 2019,2019-06-27,0.347,929,Crimson Cyrridae,0,1
Jun 28 2019,2019-06-28,0.353,549,Crimson Cyrridae,0,1
Jun 29 2019,2019-06-29,0.353,637,Crimson Cyrridae,0,1
Jun 30 2019,2019-06-30,0.361,576,Crimson Cyrridae,0,1
Jul 01 2019,2019-07-01,0.367,458,Crimson Cyrridae,0,1
Jul 02 2019,2019-07-02,0.386,508,Crimson Cyrridae,0,1
Jul 03 2019,2019-07-03,0.381,539,Crimson Cyrridae,0,1
Jul 04 2019,2019-07-04,0.378,511,Crimson Cyrridae,0,1
Jul 05 2019,2019-07-05,0.379,553,Crimson Cyrridae,0,1
Jul 06 2019,2019-07-06,0.379,699,Crimson Cyrridae,0,1
Jul 07 2019,2019-07-07,0.406,506,Crimson Cyrridae,0,1
Jul 08 2019,2019-07-08,0.407,506,Crimson Cyrridae,0,1
Jul 09 2019,2019-07-09,0.4,532,Crimson Cyrridae,0,1
Jul 10 2019,2019-07-10,0.43,429,Crimson Cyrridae,0,1
Jul 11 2019,2019-07-11,0.445,434,Crimson Cyrridae,0,1
Jul 12 2019,2019-07-12,0.443,469,Crimson Cyrridae,0,1
Jul 13 2019,2019-07-13,0.384,801,Crimson Cyrridae,0,1
Jul 14 2019,2019-07-14,0.406,546,Crimson Cyrridae,0,1
Jul 15 2019,2019-07-15,0.407,557,Crimson Cyrridae,0,1
Jul 16 2019,2019-07-16,0.408,470,Crimson Cyrridae,0,1
Jul 17 2019,2019-07-17,0.409,481,Crimson Cyrridae,0,1
Jul 18 2019,2019-07-18,0.416,445,Crimson Cyrridae,0,1
Jul 19 2019,2019-07-19,0.44,431,Crimson Cyrridae,0,1
Jul 20 2019,2019-07-20,0.432,488,Crimson Cyrridae,0,1
Jul 21 2019,2019-07-21,0.441,464,Crimson Cyrridae,0,1
Jul 22 2019,2019-07-22,0.453,440,Crimson Cyrridae,0,1
Jul 23 2019,2019-07-23,0.448,399,Crimson Cyrridae,0,1
Jul 24 2019,2019-07-24,0.445,416,Crimson Cyrridae,0,1
Jul 25 2019,2019-07-25,0.447,403,Crimson Cyrridae,0,1
Jul 26 2019,2019-07-26,0.459,406,Crimson Cyrridae,0,1
Jul 27 2019,2019-07-27,0.458,442,Crimson Cyrridae,0,1
Jul 28 2019,2019-07-28,0.462,409,Crimson Cyrridae,0,1
Jul 29 2019,2019-07-29,0.465,395,Crimson Cyrridae,0,1
Jul 30 2019,2019-07-30,0.47,417,Crimson Cyrridae,0,1
Jul 31 2019,2019-07-31,0.469,437,Crimson Cyrridae,0,1
Aug 01 2019,2019-08-01,0.488,396,Crimson Cyrridae,0,1
Aug 02 2019,2019-08-02,0.486,377,Crimson Cyrridae,0,1
Aug 03 2019,2019-08-03,0.466,399,Crimson Cyrridae,0,1
Aug 04 2019,2019-08-04,0.479,372,Crimson Cyrridae,0,1
Aug 05 2019,2019-08-05,0.488,329,Crimson Cyrridae,0,1
Aug 06 2019,2019-08-06,0.472,428,Crimson Cyrridae,0,1
Aug 07 2019,2019-08-07,0.477,402,Crimson Cyrridae,0,1
Aug 08 2019,2019-08-08,0.477,362,Crimson Cyrridae,0,1
Aug 09 2019,2019-08-09,0.476,417,Crimson Cyrridae,0,1
Aug 10 2019,2019-08-10,0.469,476,Crimson Cyrridae,0,1
Aug 11 2019,2019-08-11,0.465,491,Crimson Cyrridae,0,1
Aug 12 2019,2019-08-12,0.462,386,Crimson Cyrridae,0,1
Aug 13 2019,2019-08-13,0.468,389,Crimson Cyrridae,0,1
Aug 14 2019,2019-08-14,0.475,401,Crimson Cyrridae,0,1
Aug 15 2019,2019-08-15,0.48,382,Crimson Cyrridae,0,1
Aug 16 2019,2019-08-16,0.484,515,Crimson Cyrridae,0,1
Aug 17 2019,2019-08-17,0.479,473,Crimson Cyrridae,0,1
Aug 18 2019,2019-08-18,0.478,502,Crimson Cyrridae,0,1
Aug 19 2019,2019-08-19,0.47,525,Crimson Cyrridae,0,1
Aug 20 2019,2019-08-20,0.442,527,Crimson Cyrridae,0,1
Aug 21 2019,2019-08-21,0.455,418,Crimson Cyrridae,0,1
Aug 22 2019,2019-08-22,0.443,393,Crimson Cyrridae,0,1
Aug 23 2019,2019-08-23,0.444,461,Crimson Cyrridae,0,1
Aug 24 2019,2019-08-24,0.43,514,Crimson Cyrridae,0,1
Aug 25 2019,2019-08-25,0.435,503,Crimson Cyrridae,0,1
Aug 26 2019,2019-08-26,0.445,501,Crimson Cyrridae,0,1
Aug 27 2019,2019-08-27,0.437,413,Crimson Cyrridae,0,1
Aug 28 2019,2019-08-28,0.449,385,Crimson Cyrridae,0,1
Aug 29 2019,2019-08-29,0.445,428,Crimson Cyrridae,0,1
Aug 30 2019,2019-08-30,0.45,454,Crimson Cyrridae,0,1
Aug 31 2019,2019-08-31,0.448,467,Crimson Cyrridae,0,1
Sep 01 2019,2019-09-01,0.443,965,Crimson Cyrridae,0,1
Sep 02 2019,2019-09-02,0.449,678,Crimson Cyrridae,0,1
Sep 03 2019,2019-09-03,0.451,622,Crimson Cyrridae,0,1
Sep 04 2019,2019-09-04,0.45,505,Crimson Cyrridae,0,1
Sep 05 2019,2019-09-05,0.446,519,Crimson Cyrridae,0,1
Sep 06 2019,2019-09-06,0.44,586,Crimson Cyrridae,0,1
Sep 07 2019,2019-09-07,0.449,537,Crimson Cyrridae,0,1
Sep 08 2019,2019-09-08,0.453,565,Crimson Cyrridae,0,1
Sep 09 2019,2019-09-09,0.448,392,Crimson Cyrridae,0,1
Sep 10 2019,2019-09-10,0.455,386,Crimson Cyrridae,0,1
Sep 11 2019,2019-09-11,0.437,438,Crimson Cyrridae,0,1
Sep 12 2019,2019-09-12,0.444,412,Crimson Cyrridae,0,1
